0.000000 0.000000 -0.000000
0.000314 0.000314 0.000000
0.000628 0.000628 0.000000
0.000943 0.000943 0.000000
0.001257 0.001257 0.000001
0.001571 0.001571 0.000001
0.001885 0.001885 0.000002
0.002199 0.002199 0.000002
0.002514 0.002514 0.000003
0.002828 0.002828 0.000004
0.003142 0.003142 0.000005
0.003456 0.003456 0.000006
0.003770 0.003770 0.000007
0.004084 0.004084 0.000008
0.004399 0.004399 0.000010
0.004713 0.004713 0.000011
0.005027 0.005027 0.000013
0.005341 0.005341 0.000014
0.005655 0.005655 0.000016
0.005970 0.005970 0.000018
0.006284 0.006284 0.000020
0.006598 0.006598 0.000022
0.006912 0.006912 0.000024
0.007226 0.007226 0.000026
0.007541 0.007541 0.000028
0.007855 0.007855 0.000031
0.008169 0.008169 0.000033
0.008483 0.008483 0.000036
0.008797 0.008797 0.000039
0.009112 0.009111 0.000041
0.009426 0.009426 0.000044
0.009740 0.009740 0.000047
0.010054 0.010054 0.000050
0.010368 0.010368 0.000054
0.010682 0.010682 0.000057
0.010997 0.010996 0.000060
0.011311 0.011311 0.000064
0.011625 0.011625 0.000068
0.011939 0.011939 0.000071
0.012253 0.012253 0.000075
0.012568 0.012567 0.000079
0.012882 0.012881 0.000083
0.013196 0.013196 0.000087
0.013510 0.013510 0.000091
0.013824 0.013824 0.000096
0.014139 0.014138 0.000100
0.014453 0.014452 0.000104
0.014767 0.014766 0.000109
0.015081 0.015081 0.000114
0.015395 0.015395 0.000118
0.015710 0.015709 0.000123
0.016024 0.016023 0.000128
0.016338 0.016337 0.000133
0.016652 0.016651 0.000139
0.016966 0.016965 0.000144
0.017280 0.017280 0.000149
0.017595 0.017594 0.000155
0.017909 0.017908 0.000160
0.018223 0.018222 0.000166
0.018537 0.018536 0.000172
0.018851 0.018850 0.000178
0.019166 0.019164 0.000184
0.019480 0.019479 0.000190
0.019794 0.019793 0.000196
0.020108 0.020107 0.000202
0.020422 0.020421 0.000208
0.020737 0.020735 0.000215
0.021051 0.021049 0.000222
0.021365 0.021363 0.000228
0.021679 0.021677 0.000235
0.021993 0.021992 0.000242
0.022308 0.022306 0.000249
0.022622 0.022620 0.000256
0.022936 0.022934 0.000263
0.023250 0.023248 0.000270
0.023564 0.023562 0.000278
0.023878 0.023876 0.000285
0.024193 0.024190 0.000293
0.024507 0.024504 0.000300
0.024821 0.024819 0.000308
0.025135 0.025133 0.000316
0.025449 0.025447 0.000324
0.025764 0.025761 0.000332
0.026078 0.026075 0.000340
0.026392 0.026389 0.000348
0.026706 0.026703 0.000357
0.027020 0.027017 0.000365
0.027335 0.027331 0.000374
0.027649 0.027645 0.000382
0.027963 0.027959 0.000391
0.028277 0.028273 0.000400
0.028591 0.028587 0.000409
0.028906 0.028902 0.000418
0.029220 0.029216 0.000427
0.029534 0.029530 0.000436
0.029848 0.029844 0.000445
0.030162 0.030158 0.000455
0.030476 0.030472 0.000464
0.030791 0.030786 0.000474
0.031105 0.031100 0.000484
0.031419 0.031414 0.000493
0.031733 0.031728 0.000503
0.032047 0.032042 0.000513
0.032362 0.032356 0.000524
0.032676 0.032670 0.000534
0.032990 0.032984 0.000544
0.033304 0.033298 0.000554
0.033618 0.033612 0.000565
0.033933 0.033926 0.000576
0.034247 0.034240 0.000586
0.034561 0.034554 0.000597
0.034875 0.034868 0.000608
0.035189 0.035182 0.000619
0.035504 0.035496 0.000630
0.035818 0.035810 0.000641
0.036132 0.036124 0.000653
0.036446 0.036438 0.000664
0.036760 0.036752 0.000676
0.037075 0.037066 0.000687
0.037389 0.037380 0.000699
0.037703 0.037694 0.000711
0.038017 0.038008 0.000723
0.038331 0.038322 0.000735
0.038645 0.038636 0.000747
0.038960 0.038950 0.000759
0.039274 0.039264 0.000771
0.039588 0.039578 0.000783
0.039902 0.039892 0.000796
0.040216 0.040206 0.000809
0.040531 0.040520 0.000821
0.040845 0.040833 0.000834
0.041159 0.041147 0.000847
0.041473 0.041461 0.000860
0.041787 0.041775 0.000873
0.042102 0.042089 0.000886
0.042416 0.042403 0.000899
0.042730 0.042717 0.000913
0.043044 0.043031 0.000926
0.043358 0.043345 0.000940
0.043673 0.043659 0.000953
0.043987 0.043973 0.000967
0.044301 0.044286 0.000981
0.044615 0.044600 0.000995
0.044929 0.044914 0.001009
0.045243 0.045228 0.001023
0.045558 0.045542 0.001038
0.045872 0.045856 0.001052
0.046186 0.046170 0.001066
0.046500 0.046483 0.001081
0.046814 0.046797 0.001096
0.047129 0.047111 0.001110
0.047443 0.047425 0.001125
0.047757 0.047739 0.001140
0.048071 0.048053 0.001155
0.048385 0.048366 0.001170
0.048700 0.048680 0.001186
0.049014 0.048994 0.001201
0.049328 0.049308 0.001216
0.049642 0.049622 0.001232
0.049956 0.049936 0.001248
0.050271 0.050249 0.001263
0.050585 0.050563 0.001279
0.050899 0.050877 0.001295
0.051213 0.051191 0.001311
0.051527 0.051504 0.001327
0.051841 0.051818 0.001343
0.052156 0.052132 0.001360
0.052470 0.052446 0.001376
0.052784 0.052760 0.001393
0.053098 0.053073 0.001409
0.053412 0.053387 0.001426
0.053727 0.053701 0.001443
0.054041 0.054014 0.001460
0.054355 0.054328 0.001477
0.054669 0.054642 0.001494
0.054983 0.054956 0.001511
0.055298 0.055269 0.001528
0.055612 0.055583 0.001546
0.055926 0.055897 0.001563
0.056240 0.056210 0.001581
0.056554 0.056524 0.001599
0.056869 0.056838 0.001617
0.057183 0.057152 0.001634
0.057497 0.057465 0.001652
0.057811 0.057779 0.001671
0.058125 0.058093 0.001689
0.058439 0.058406 0.001707
0.058754 0.058720 0.001725
0.059068 0.059034 0.001744
0.059382 0.059347 0.001763
0.059696 0.059661 0.001781
0.060010 0.059974 0.001800
0.060325 0.060288 0.001819
0.060639 0.060602 0.001838
0.060953 0.060915 0.001857
0.061267 0.061229 0.001876
0.061581 0.061542 0.001895
0.061896 0.061856 0.001915
0.062210 0.062170 0.001934
0.062524 0.062483 0.001954
0.062838 0.062797 0.001974
0.063152 0.063110 0.001993
0.063467 0.063424 0.002013
0.063781 0.063737 0.002033
0.064095 0.064051 0.002053
0.064409 0.064365 0.002073
0.064723 0.064678 0.002094
0.065037 0.064992 0.002114
0.065352 0.065305 0.002135
0.065666 0.065619 0.002155
0.065980 0.065932 0.002176
0.066294 0.066246 0.002197
0.066608 0.066559 0.002217
0.066923 0.066873 0.002238
0.067237 0.067186 0.002259
0.067551 0.067500 0.002281
0.067865 0.067813 0.002302
0.068179 0.068127 0.002323
0.068494 0.068440 0.002345
0.068808 0.068753 0.002366
0.069122 0.069067 0.002388
0.069436 0.069380 0.002410
0.069750 0.069694 0.002432
0.070065 0.070007 0.002453
0.070379 0.070321 0.002476
0.070693 0.070634 0.002498
0.071007 0.070947 0.002520
0.071321 0.071261 0.002542
0.071635 0.071574 0.002565
0.071950 0.071888 0.002587
0.072264 0.072201 0.002610
0.072578 0.072514 0.002633
0.072892 0.072828 0.002655
0.073206 0.073141 0.002678
0.073521 0.073454 0.002701
0.073835 0.073768 0.002725
0.074149 0.074081 0.002748
0.074463 0.074394 0.002771
0.074777 0.074708 0.002794
0.075092 0.075021 0.002818
0.075406 0.075334 0.002842
0.075720 0.075648 0.002865
0.076034 0.075961 0.002889
0.076348 0.076274 0.002913
0.076663 0.076587 0.002937
0.076977 0.076901 0.002961
0.077291 0.077214 0.002985
0.077605 0.077527 0.003010
0.077919 0.077840 0.003034
0.078233 0.078154 0.003059
0.078548 0.078467 0.003083
0.078862 0.078780 0.003108
0.079176 0.079093 0.003133
0.079490 0.079407 0.003158
0.079804 0.079720 0.003183
0.080119 0.080033 0.003208
0.080433 0.080346 0.003233
0.080747 0.080659 0.003258
0.081061 0.080972 0.003284
0.081375 0.081286 0.003309
0.081690 0.081599 0.003335
0.082004 0.081912 0.003360
0.082318 0.082225 0.003386
0.082632 0.082538 0.003412
0.082946 0.082851 0.003438
0.083261 0.083164 0.003464
0.083575 0.083477 0.003490
0.083889 0.083791 0.003517
0.084203 0.084104 0.003543
0.084517 0.084417 0.003569
0.084831 0.084730 0.003596
0.085146 0.085043 0.003623
0.085460 0.085356 0.003649
0.085774 0.085669 0.003676
0.086088 0.085982 0.003703
0.086402 0.086295 0.003730
0.086717 0.086608 0.003757
0.087031 0.086921 0.003785
0.087345 0.087234 0.003812
0.087659 0.087547 0.003840
0.087973 0.087860 0.003867
0.088288 0.088173 0.003895
0.088602 0.088486 0.003923
0.088916 0.088799 0.003950
0.089230 0.089112 0.003978
0.089544 0.089425 0.004006
0.089859 0.089738 0.004035
0.090173 0.090051 0.004063
0.090487 0.090363 0.004091
0.090801 0.090676 0.004120
0.091115 0.090989 0.004148
0.091429 0.091302 0.004177
0.091744 0.091615 0.004205
0.092058 0.091928 0.004234
0.092372 0.092241 0.004263
0.092686 0.092554 0.004292
0.093000 0.092866 0.004321
0.093315 0.093179 0.004351
0.093629 0.093492 0.004380
0.093943 0.093805 0.004409
0.094257 0.094118 0.004439
0.094571 0.094430 0.004468
0.094886 0.094743 0.004498
0.095200 0.095056 0.004528
0.095514 0.095369 0.004558
0.095828 0.095682 0.004588
0.096142 0.095994 0.004618
0.096457 0.096307 0.004648
0.096771 0.096620 0.004679
0.097085 0.096932 0.004709
0.097399 0.097245 0.004739
0.097713 0.097558 0.004770
0.098027 0.097871 0.004801
0.098342 0.098183 0.004832
0.098656 0.098496 0.004862
0.098970 0.098809 0.004893
0.099284 0.099121 0.004925
0.099598 0.099434 0.004956
0.099913 0.099746 0.004987
0.100227 0.100059 0.005018
0.100541 0.100372 0.005050
0.100855 0.100684 0.005082
0.101169 0.100997 0.005113
0.101484 0.101309 0.005145
0.101798 0.101622 0.005177
0.102112 0.101935 0.005209
0.102426 0.102247 0.005241
0.102740 0.102560 0.005273
0.103055 0.102872 0.005305
0.103369 0.103185 0.005338
0.103683 0.103497 0.005370
0.103997 0.103810 0.005403
0.104311 0.104122 0.005435
0.104625 0.104435 0.005468
0.104940 0.104747 0.005501
0.105254 0.105060 0.005534
0.105568 0.105372 0.005567
0.105882 0.105685 0.005600
0.106196 0.105997 0.005633
0.106511 0.106309 0.005667
0.106825 0.106622 0.005700
0.107139 0.106934 0.005734
0.107453 0.107247 0.005767
0.107767 0.107559 0.005801
0.108082 0.107871 0.005835
0.108396 0.108184 0.005869
0.108710 0.108496 0.005903
0.109024 0.108808 0.005937
0.109338 0.109121 0.005971
0.109653 0.109433 0.006006
0.109967 0.109745 0.006040
0.110281 0.110058 0.006075
0.110595 0.110370 0.006109
0.110909 0.110682 0.006144
0.111224 0.110994 0.006179
0.111538 0.111307 0.006214
0.111852 0.111619 0.006249
0.112166 0.111931 0.006284
0.112480 0.112243 0.006319
0.112794 0.112555 0.006355
0.113109 0.112868 0.006390
0.113423 0.113180 0.006425
0.113737 0.113492 0.006461
0.114051 0.113804 0.006497
0.114365 0.114116 0.006533
0.114680 0.114428 0.006568
0.114994 0.114741 0.006604
0.115308 0.115053 0.006641
0.115622 0.115365 0.006677
0.115936 0.115677 0.006713
0.116251 0.115989 0.006749
0.116565 0.116301 0.006786
0.116879 0.116613 0.006823
0.117193 0.116925 0.006859
0.117507 0.117237 0.006896
0.117822 0.117549 0.006933
0.118136 0.117861 0.006970
0.118450 0.118173 0.007007
0.118764 0.118485 0.007044
0.119078 0.118797 0.007081
0.119392 0.119109 0.007119
0.119707 0.119421 0.007156
0.120021 0.119733 0.007194
0.120335 0.120045 0.007231
0.120649 0.120357 0.007269
0.120963 0.120669 0.007307
0.121278 0.120981 0.007345
0.121592 0.121292 0.007383
0.121906 0.121604 0.007421
0.122220 0.121916 0.007460
0.122534 0.122228 0.007498
0.122849 0.122540 0.007536
0.123163 0.122852 0.007575
0.123477 0.123163 0.007614
0.123791 0.123475 0.007652
0.124105 0.123787 0.007691
0.124420 0.124099 0.007730
0.124734 0.124411 0.007769
0.125048 0.124722 0.007808
0.125362 0.125034 0.007847
0.125676 0.125346 0.007887
0.125990 0.125657 0.007926
0.126305 0.125969 0.007966
0.126619 0.126281 0.008005
0.126933 0.126592 0.008045
0.127247 0.126904 0.008085
